loan_amount,purpose,annual_income,home_ownership,issue_date,emp_length,dti,term,Encoded Homeownership,Encoded Loan Purpose,Income Group,Term (Numeric),,,
8000,major purchase,58000,OWN,10/04/2021,3 years,0.1928, 36 months,3,7,Medium,36,,,
5000,major purchase,60000,OWN,10/04/2021,1 year,0.0996, 36 months,3,7,Medium,36,,,
12000,major purchase,56784,OWN,10/03/2021,3 years,0.1906, 36 months,3,7,Medium,36,,,
8000,major purchase,32400,OWN,11/05/2021,< 1 year,0.0485, 36 months,3,7,Medium,36,,,
4400,major purchase,39000,OWN,10/10/2021,2 years,0.0926, 36 months,3,7,Medium,36,,,
1600,major purchase,6000,OWN,09/10/2021,1 year,0.05, 36 months,3,7,Low,36,,,
13000,major purchase,43200,OWN,10/11/2021,6 years,0.0239, 36 months,3,7,Medium,36,,,
6500,major purchase,60000,OWN,10/07/2021,10+ years,0.1522, 36 months,3,7,Medium,36,,,
3200,major purchase,15600,OWN,09/12/2021,< 1 year,0.0638, 36 months,3,7,Low,36,,,
3500,major purchase,88000,OWN,09/12/2021,10+ years,0.1605, 36 months,3,7,Medium,36,,,
2000,major purchase,33000,RENT,11/12/2021,1 year,0.1142, 36 months,1,7,Medium,36,,,
1500,major purchase,31000,RENT,09/08/2021,1 year,0.0852, 36 months,1,7,Medium,36,,,
7500,major purchase,55000,RENT,10/03/2021,1 year,0.1462, 36 months,1,7,Medium,36,,,
4800,major purchase,92000,RENT,10/06/2021,1 year,0.1282, 36 months,1,7,Medium,36,,,
2400,major purchase,40000,RENT,11/07/2021,10+ years,0.1005, 36 months,1,7,Medium,36,,,
5000,major purchase,55272,RENT,11/03/2021,10+ years,0.1105, 36 months,1,7,Medium,36,,,
3500,major purchase,20004,RENT,10/10/2021,10+ years,0.0336, 36 months,1,7,Low,36,,,
1800,major purchase,35000,RENT,11/06/2021,10+ years,0.1286, 36 months,1,7,Medium,36,,,
8000,major purchase,30000,RENT,11/09/2021,10+ years,0.0988, 36 months,1,7,Medium,36,,,
7500,major purchase,51000,RENT,11/07/2021,10+ years,0.1473, 36 months,1,7,Medium,36,,,
4000,major purchase,28000,RENT,09/09/2021,10+ years,0.0189, 36 months,1,7,Low,36,,,
7000,major purchase,43000,RENT,11/05/2021,10+ years,0.1047, 36 months,1,7,Medium,36,,,
20000,major purchase,50000,RENT,11/07/2021,10+ years,0.0132, 36 months,1,7,Medium,36,,,
5000,major purchase,66000,RENT,11/02/2021,10+ years,0.1258, 36 months,1,7,Medium,36,,,
6000,major purchase,80000,RENT,11/06/2021,10+ years,0.0501, 36 months,1,7,Medium,36,,,
12000,major purchase,50000,RENT,09/11/2021,10+ years,0.06, 36 months,1,7,Medium,36,,,
6000,major purchase,80000,RENT,11/09/2021,2 years,0.0531, 36 months,1,7,Medium,36,,,
4000,major purchase,42000,RENT,10/06/2021,2 years,0.0129, 36 months,1,7,Medium,36,,,
5200,major purchase,30000,RENT,11/08/2021,2 years,0.0524, 36 months,1,7,Medium,36,,,
1600,major purchase,28800,RENT,11/10/2021,2 years,0.0475, 36 months,1,7,Low,36,,,
1200,major purchase,14400,RENT,10/10/2021,2 years,0.0317, 36 months,1,7,Low,36,,,
1500,major purchase,32000,RENT,11/08/2021,2 years,0.1853, 36 months,1,7,Medium,36,,,
4000,major purchase,21600,RENT,10/06/2021,2 years,0.0167, 36 months,1,7,Low,36,,,
5500,major purchase,50000,RENT,08/08/2021,2 years,0.179, 36 months,1,7,Medium,36,,,
5000,major purchase,36100,RENT,11/06/2021,2 years,0.2472, 36 months,1,7,Medium,36,,,
5000,major purchase,60000,RENT,11/05/2021,2 years,0.0776, 36 months,1,7,Medium,36,,,
4000,major purchase,40000,RENT,11/02/2021,3 years,0.0228, 36 months,1,7,Medium,36,,,
10000,major purchase,26400,RENT,11/02/2021,3 years,0.1445, 36 months,1,7,Low,36,,,
3000,major purchase,25000,RENT,09/11/2021,3 years,0.0691, 36 months,1,7,Low,36,,,
10000,major purchase,95000,RENT,10/12/2021,3 years,0.0265, 36 months,1,7,Medium,36,,,
2400,major purchase,63000,RENT,10/01/2021,3 years,0.1219, 36 months,1,7,Medium,36,,,
10000,major purchase,40000,RENT,10/03/2021,3 years,0.0858, 36 months,1,7,Medium,36,,,
2400,major purchase,60000,RENT,11/05/2021,3 years,0.07, 36 months,1,7,Medium,36,,,
2400,major purchase,40000,RENT,11/11/2021,3 years,0.1326, 36 months,1,7,Medium,36,,,
2200,major purchase,14400,RENT,11/09/2021,4 years,0.11, 36 months,1,7,Low,36,,,
9800,major purchase,60000,RENT,09/11/2021,4 years,0.1446, 36 months,1,7,Medium,36,,,
7550,major purchase,70000,RENT,10/03/2021,4 years,0.1206, 36 months,1,7,Medium,36,,,
6500,major purchase,67275,RENT,09/10/2021,4 years,0.1249, 36 months,1,7,Medium,36,,,
10000,major purchase,85000,RENT,10/12/2021,5 years,0.1539, 36 months,1,7,Medium,36,,,
5000,major purchase,50004,RENT,10/06/2021,5 years,0.0778, 36 months,1,7,Medium,36,,,
4000,major purchase,69360,RENT,09/09/2021,5 years,0.1083, 36 months,1,7,Medium,36,,,
6400,major purchase,57192,RENT,09/06/2021,5 years,0.0157, 36 months,1,7,Medium,36,,,
8000,major purchase,50000,RENT,10/02/2021,5 years,0.2213, 36 months,1,7,Medium,36,,,
2000,major purchase,19728,RENT,11/05/2021,5 years,0.0809, 36 months,1,7,Low,36,,,
5000,major purchase,72000,RENT,09/10/2021,6 years,0.1422, 36 months,1,7,Medium,36,,,
4800,major purchase,44000,RENT,10/06/2021,6 years,0.2283, 36 months,1,7,Medium,36,,,
5600,major purchase,38000,RENT,11/06/2021,6 years,0.2021, 36 months,1,7,Medium,36,,,
7700,major purchase,65000,RENT,11/07/2021,7 years,0.1045, 36 months,1,7,Medium,36,,,
5000,major purchase,42000,RENT,11/01/2021,7 years,0.1526, 36 months,1,7,Medium,36,,,
7000,major purchase,60000,RENT,11/11/2021,7 years,0.2556, 36 months,1,7,Medium,36,,,
5000,major purchase,36396,RENT,11/10/2021,8 years,0.0292, 36 months,1,7,Medium,36,,,
7000,major purchase,70356,RENT,11/02/2021,8 years,0.0597, 36 months,1,7,Medium,36,,,
6000,major purchase,28284,RENT,11/04/2021,8 years,0.1383, 36 months,1,7,Low,36,,,
6000,major purchase,54000,RENT,11/01/2021,9 years,0.0229, 36 months,1,7,Medium,36,,,
10000,major purchase,38400,RENT,11/04/2021,9 years,0.2225, 36 months,1,7,Medium,36,,,
8000,major purchase,67200,RENT,11/10/2021,< 1 year,0.0402, 36 months,1,7,Medium,36,,,
4000,major purchase,36000,RENT,09/11/2021,< 1 year,0.1043, 36 months,1,7,Medium,36,,,
4500,major purchase,43500,RENT,10/07/2021,< 1 year,0.0985, 36 months,1,7,Medium,36,,,
4975,major purchase,95000,RENT,11/01/2021,< 1 year,0.0265, 36 months,1,7,Medium,36,,,
4800,major purchase,77000,RENT,10/07/2021,< 1 year,0.1639, 36 months,1,7,Medium,36,,,
5675,major purchase,66500,RENT,11/01/2021,< 1 year,0.0579, 36 months,1,7,Medium,36,,,
15000,major purchase,40000,RENT,09/12/2021,< 1 year,0.204, 36 months,1,7,Medium,36,,,
3600,major purchase,42500,RENT,10/09/2021,1 year,0.0503, 36 months,1,7,Medium,36,,,
3000,major purchase,48000,RENT,10/10/2021,10+ years,0.1055, 36 months,1,7,Medium,36,,,
1500,major purchase,52000,RENT,09/12/2021,< 1 year,0.0727, 36 months,1,7,Medium,36,,,
3200,major purchase,20000,RENT,10/04/2021,1 year,0.111, 36 months,1,7,Low,36,,,
4000,major purchase,52800,RENT,09/03/2021,1 year,0.0059, 36 months,1,7,Medium,36,,,
10000,major purchase,25000,RENT,11/05/2021,1 year,0.1858, 36 months,1,7,Low,36,,,
4000,major purchase,50000,RENT,10/07/2021,1 year,0.1711, 36 months,1,7,Medium,36,,,
3600,major purchase,48000,RENT,11/03/2021,10+ years,0.1698, 36 months,1,7,Medium,36,,,
5000,major purchase,60000,RENT,11/04/2021,2 years,0.0134, 36 months,1,7,Medium,36,,,
10000,major purchase,56000,RENT,10/01/2021,2 years,0.0902, 36 months,1,7,Medium,36,,,
6500,major purchase,41000,RENT,10/02/2021,2 years,0.168, 36 months,1,7,Medium,36,,,
9250,major purchase,24996,RENT,09/10/2021,2 years,0.229, 36 months,1,7,Low,36,,,
3200,major purchase,36000,RENT,10/04/2021,2 years,0.2497, 36 months,1,7,Medium,36,,,
3400,major purchase,80004,RENT,11/05/2021,2 years,0.0387, 36 months,1,7,Medium,36,,,
3200,major purchase,60000,RENT,10/03/2021,3 years,0.059, 36 months,1,7,Medium,36,,,
8000,major purchase,49244,RENT,08/03/2021,3 years,0.0224, 36 months,1,7,Medium,36,,,
7500,major purchase,160000,RENT,08/05/2021,3 years,0.0998, 36 months,1,7,Medium,36,,,
1200,major purchase,16200,RENT,11/05/2021,3 years,0.1222, 36 months,1,7,Low,36,,,
6000,major purchase,72000,RENT,11/01/2021,3 years,0.1458, 36 months,1,7,Medium,36,,,
1500,major purchase,19200,RENT,10/10/2021,4 years,0.0438, 36 months,1,7,Low,36,,,
10000,major purchase,53000,RENT,09/11/2021,5 years,0.1531, 36 months,1,7,Medium,36,,,
14400,major purchase,85000,RENT,11/05/2021,5 years,0.1127, 36 months,1,7,Medium,36,,,
10000,major purchase,35000,RENT,11/01/2021,6 years,0.0171, 36 months,1,7,Medium,36,,,
5000,major purchase,34000,RENT,11/10/2021,6 years,0.1002, 36 months,1,7,Medium,36,,,
6000,major purchase,66400,RENT,11/04/2021,6 years,0.208, 36 months,1,7,Medium,36,,,
2800,major purchase,37423.99,RENT,10/04/2021,7 years,0.0144, 36 months,1,7,Medium,36,,,
6000,major purchase,41004,RENT,08/09/2021,8 years,0.0939, 36 months,1,7,Medium,36,,,
5000,major purchase,46800,RENT,10/07/2021,9 years,0.1054, 36 months,1,7,Medium,36,,,
4000,major purchase,65000,RENT,11/08/2021,9 years,0.2518, 36 months,1,7,Medium,36,,,
9000,major purchase,51840,RENT,09/02/2021,9 years,0.084, 36 months,1,7,Medium,36,,,
13000,major purchase,55000,RENT,10/05/2021,9 years,0.1043, 36 months,1,7,Medium,36,,,
3000,major purchase,25000,RENT,09/10/2021,< 1 year,0.0816, 36 months,1,7,Low,36,,,
4000,major purchase,26000,RENT,10/07/2021,< 1 year,0.1062, 36 months,1,7,Low,36,,,
1075,major purchase,38000,RENT,11/01/2021,< 1 year,0.0524, 36 months,1,7,Medium,36,,,
1000,major purchase,51000,RENT,10/02/2021,< 1 year,0.1699, 36 months,1,7,Medium,36,,,
4500,major purchase,40000,RENT,10/01/2021,< 1 year,0.1602, 36 months,1,7,Medium,36,,,
6400,major purchase,76800,RENT,11/12/2021,< 1 year,0.0958, 36 months,1,7,Medium,36,,,
6000,major purchase,28000,RENT,08/12/2021,< 1 year,0.0176, 36 months,1,7,Low,36,,,
8000,major purchase,37000,RENT,10/01/2021,< 1 year,0.2141, 36 months,1,7,Medium,36,,,
2000,major purchase,90000,RENT,10/10/2021,< 1 year,0.0043, 36 months,1,7,Medium,36,,,
10000,major purchase,75000,RENT,11/02/2021,3 years,0.047, 36 months,1,7,Medium,36,,,
10000,major purchase,44000,RENT,10/11/2021,8 years,0.0205, 36 months,1,7,Medium,36,,,
4000,major purchase,65000,RENT,11/09/2021,1 year,0.0681, 36 months,1,7,Medium,36,,,
7000,major purchase,55000,RENT,10/02/2021,1 year,0.2184, 36 months,1,7,Medium,36,,,
1800,major purchase,156326,RENT,09/01/2021,10+ years,0.0018, 36 months,1,7,Medium,36,,,
3000,major purchase,24000,RENT,11/06/2021,2 years,0.081, 36 months,1,7,Low,36,,,
8800,major purchase,23800,RENT,09/08/2021,2 years,0.0237, 36 months,1,7,Low,36,,,
4200,major purchase,40000,RENT,10/02/2021,2 years,0.1557, 36 months,1,7,Medium,36,,,
19000,major purchase,78000,RENT,11/10/2021,2 years,0.0322, 36 months,1,7,Medium,36,,,
2700,major purchase,35000,RENT,10/06/2021,2 years,0.2325, 36 months,1,7,Medium,36,,,
10000,major purchase,70000,RENT,10/02/2021,2 years,0.0542, 36 months,1,7,Medium,36,,,
3000,major purchase,42000,RENT,10/05/2021,3 years,0.1131, 36 months,1,7,Medium,36,,,
4800,major purchase,56048,RENT,10/08/2021,4 years,0.1655, 36 months,1,7,Medium,36,,,
7500,major purchase,27600,RENT,10/07/2021,4 years,0.1574, 36 months,1,7,Low,36,,,
1000,major purchase,45000,RENT,10/01/2021,5 years,0.0331, 36 months,1,7,Medium,36,,,
1200,major purchase,40000,RENT,08/12/2021,5 years,0.1878, 36 months,1,7,Medium,36,,,
2000,major purchase,56496,RENT,09/04/2021,5 years,0.0571, 36 months,1,7,Medium,36,,,
5000,major purchase,60000,RENT,11/06/2021,6 years,0.2362, 36 months,1,7,Medium,36,,,
3000,major purchase,84000,RENT,10/11/2021,9 years,0.0094, 36 months,1,7,Medium,36,,,
1500,major purchase,23004,RENT,09/05/2021,9 years,0.0433, 36 months,1,7,Low,36,,,
4000,major purchase,32000,RENT,09/03/2021,< 1 year,0.057, 36 months,1,7,Medium,36,,,
4000,major purchase,54996,RENT,10/08/2021,< 1 year,0.0207, 36 months,1,7,Medium,36,,,
5000,major purchase,25200,RENT,11/06/2021,< 1 year,0.0838, 36 months,1,7,Low,36,,,
5000,major purchase,10668,RENT,10/03/2021,< 1 year,0.0259, 36 months,1,7,Low,36,,,
3000,major purchase,26400,RENT,11/04/2021,7 years,0.1768, 36 months,1,7,Low,36,,,
5000,major purchase,115000,RENT,11/10/2021,1 year,0.0894, 36 months,1,7,Medium,36,,,
6575,major purchase,45000,RENT,09/01/2021,2 years,0.1328, 36 months,1,7,Medium,36,,,
4500,major purchase,28800,RENT,10/10/2021,5 years,0.1542, 36 months,1,7,Low,36,,,
5000,major purchase,33996,RENT,08/11/2021,< 1 year,0.0166, 36 months,1,7,Medium,36,,,
9700,major purchase,71000,RENT,09/11/2021,4 years,0.0815, 36 months,1,7,Medium,36,,,
10000,major purchase,75000,RENT,09/10/2021,1 year,0.0453, 36 months,1,7,Medium,36,,,
10000,major purchase,54996,RENT,11/07/2021,1 year,0.1778, 36 months,1,7,Medium,36,,,
10000,major purchase,93000,RENT,09/09/2021,1 year,0.1303, 36 months,1,7,Medium,36,,,
7000,major purchase,190000,RENT,10/04/2021,1 year,0.0449, 36 months,1,7,Medium,36,,,
7500,major purchase,87000,RENT,08/08/2021,1 year,0.0541, 36 months,1,7,Medium,36,,,
3500,major purchase,16107,RENT,10/12/2021,1 year,0.076, 36 months,1,7,Low,36,,,
6000,major purchase,52000,RENT,09/10/2021,1 year,0.2172, 36 months,1,7,Medium,36,,,
9000,major purchase,53664,RENT,09/07/2021,1 year,0.2435, 36 months,1,7,Medium,36,,,
3000,major purchase,45600,RENT,11/11/2021,10+ years,0.08, 36 months,1,7,Medium,36,,,
8000,major purchase,85000,RENT,10/02/2021,10+ years,0.1792, 36 months,1,7,Medium,36,,,
8500,major purchase,27996,RENT,08/12/2021,10+ years,0.2075, 36 months,1,7,Low,36,,,
6000,major purchase,65000,RENT,10/01/2021,2 years,0.0052, 36 months,1,7,Medium,36,,,
8500,major purchase,20000,RENT,10/11/2021,2 years,0.1554, 36 months,1,7,Low,36,,,
2000,major purchase,75000,RENT,11/05/2021,2 years,0.1022, 36 months,1,7,Medium,36,,,
4000,major purchase,20000,RENT,11/09/2021,2 years,0.021, 36 months,1,7,Low,36,,,
3000,major purchase,27600,RENT,11/08/2021,2 years,0.1022, 36 months,1,7,Low,36,,,
6000,major purchase,60000,RENT,10/04/2021,2 years,0.0458, 36 months,1,7,Medium,36,,,
10000,major purchase,48000,RENT,10/08/2021,2 years,0.112, 36 months,1,7,Medium,36,,,
10000,major purchase,48000,RENT,10/06/2021,2 years,0.0713, 36 months,1,7,Medium,36,,,
2500,major purchase,40000,RENT,11/05/2021,3 years,0.0648, 36 months,1,7,Medium,36,,,
2400,major purchase,32995,RENT,09/11/2021,3 years,0.2149, 36 months,1,7,Medium,36,,,
5000,major purchase,32004,RENT,10/04/2021,3 years,0.2486, 36 months,1,7,Medium,36,,,
6000,major purchase,55000,RENT,11/03/2021,3 years,0.218, 36 months,1,7,Medium,36,,,
2500,major purchase,69996,RENT,09/09/2021,3 years,0.1068, 36 months,1,7,Medium,36,,,
3400,major purchase,37500,RENT,10/04/2021,4 years,0.0592, 36 months,1,7,Medium,36,,,
3000,major purchase,42000,RENT,10/02/2021,4 years,0.0044, 36 months,1,7,Medium,36,,,
9000,major purchase,27000,RENT,11/04/2021,4 years,0.1249, 36 months,1,7,Low,36,,,
5000,major purchase,43680,RENT,11/09/2021,5 years,0.1676, 36 months,1,7,Medium,36,,,
3000,major purchase,17520,RENT,11/03/2021,5 years,0.1466, 36 months,1,7,Low,36,,,
6000,major purchase,42000,RENT,11/12/2021,5 years,0.1666, 36 months,1,7,Medium,36,,,
2250,major purchase,48000,RENT,11/10/2021,5 years,0.0225, 36 months,1,7,Medium,36,,,
10000,major purchase,40000,RENT,11/06/2021,5 years,0.1095, 36 months,1,7,Medium,36,,,
2500,major purchase,54924,RENT,09/08/2021,6 years,0.0634, 36 months,1,7,Medium,36,,,
6000,major purchase,55000,RENT,10/11/2021,7 years,0.091, 36 months,1,7,Medium,36,,,
10000,major purchase,32647.6,RENT,09/11/2021,7 years,0.1819, 36 months,1,7,Medium,36,,,
5600,major purchase,48000,RENT,10/03/2021,7 years,0.0982, 36 months,1,7,Medium,36,,,
3000,major purchase,21600,RENT,10/01/2021,7 years,0.0167, 36 months,1,7,Low,36,,,
4900,major purchase,43000,RENT,11/10/2021,8 years,0.1437, 36 months,1,7,Medium,36,,,
5000,major purchase,49000,RENT,10/06/2021,8 years,0.1616, 36 months,1,7,Medium,36,,,
3000,major purchase,55000,RENT,08/10/2021,< 1 year,0.0033, 36 months,1,7,Medium,36,,,
4000,major purchase,55000,RENT,09/06/2021,< 1 year,0.0262, 36 months,1,7,Medium,36,,,
8000,major purchase,40000,RENT,10/03/2021,< 1 year,0.2055, 36 months,1,7,Medium,36,,,
3000,major purchase,47000,RENT,10/02/2021,< 1 year,0.205, 36 months,1,7,Medium,36,,,
5600,major purchase,47700,RENT,10/11/2021,< 1 year,0.1122, 36 months,1,7,Medium,36,,,
4000,major purchase,60000,RENT,09/08/2021,1 year,0.0844, 36 months,1,7,Medium,36,,,
5000,major purchase,66924,RENT,10/10/2021,1 year,0.04, 36 months,1,7,Medium,36,,,
2000,major purchase,80000,RENT,10/09/2021,10+ years,0.1323, 36 months,1,7,Medium,36,,,
6000,major purchase,49000,RENT,11/07/2021,2 years,0.0789, 36 months,1,7,Medium,36,,,
14000,major purchase,60000,RENT,11/11/2021,2 years,0.1398, 36 months,1,7,Medium,36,,,
5600,major purchase,50004,RENT,11/07/2021,3 years,0.0264, 36 months,1,7,Medium,36,,,
5600,major purchase,35000,RENT,11/01/2021,< 1 year,0.0463, 36 months,1,7,Medium,36,,,
2000,major purchase,40000,RENT,11/05/2021,5 years,0.1287, 36 months,1,7,Medium,36,,,
20000,major purchase,110000,RENT,10/09/2021,1 year,0.0103, 36 months,1,7,Medium,36,,,
4000,major purchase,61500,RENT,09/06/2021,1 year,0.1815, 36 months,1,7,Medium,36,,,
5000,major purchase,33000,RENT,10/01/2021,1 year,0.0142, 36 months,1,7,Medium,36,,,
2000,major purchase,28500,RENT,09/01/2021,1 year,0.1617, 36 months,1,7,Low,36,,,
10000,major purchase,93000,RENT,11/10/2021,1 year,0.1689, 36 months,1,7,Medium,36,,,
5000,major purchase,68648.26,RENT,10/02/2021,1 year,0.1227, 36 months,1,7,Medium,36,,,
2500,major purchase,30000,RENT,10/01/2021,10+ years,0.2116, 36 months,1,7,Medium,36,,,
7200,major purchase,48000,RENT,11/10/2021,10+ years,0.0242, 36 months,1,7,Medium,36,,,
2000,major purchase,33000,RENT,10/03/2021,2 years,0.2095, 36 months,1,7,Medium,36,,,
5000,major purchase,50700,RENT,10/02/2021,2 years,0.2291, 36 months,1,7,Medium,36,,,
4500,major purchase,20400,RENT,11/07/2021,2 years,0.0582, 36 months,1,7,Low,36,,,
3325,major purchase,37000,RENT,11/07/2021,2 years,0.13, 36 months,1,7,Medium,36,,,
2600,major purchase,40792,RENT,09/10/2021,2 years,0.1354, 36 months,1,7,Medium,36,,,
4800,major purchase,52000,RENT,10/02/2021,3 years,0.1128, 36 months,1,7,Medium,36,,,
3000,major purchase,21000,RENT,11/05/2021,3 years,0.0166, 36 months,1,7,Low,36,,,
19000,major purchase,72000,RENT,10/02/2021,3 years,0.1168, 36 months,1,7,Medium,36,,,
3900,major purchase,20292,RENT,09/12/2021,3 years,0.2413, 36 months,1,7,Low,36,,,
4000,major purchase,40000,RENT,10/01/2021,4 years,0.042, 36 months,1,7,Medium,36,,,
10000,major purchase,58100,RENT,10/04/2021,4 years,0.1293, 36 months,1,7,Medium,36,,,
8000,major purchase,58033,RENT,10/02/2021,4 years,0.0742, 36 months,1,7,Medium,36,,,
2500,major purchase,31200,RENT,11/04/2021,4 years,0.2927, 36 months,1,7,Medium,36,,,
5000,major purchase,42000,RENT,08/04/2021,4 years,0.2177, 36 months,1,7,Medium,36,,,
5000,major purchase,90000,RENT,11/08/2021,5 years,0.1545, 36 months,1,7,Medium,36,,,
8975,major purchase,24000,RENT,10/01/2021,5 years,0.2065, 36 months,1,7,Low,36,,,
5000,major purchase,48000,RENT,10/06/2021,5 years,0.088, 36 months,1,7,Medium,36,,,
18000,major purchase,69790,RENT,10/03/2021,6 years,0.0174, 36 months,1,7,Medium,36,,,
4375,major purchase,130000,RENT,11/09/2021,6 years,0.0706, 36 months,1,7,Medium,36,,,
7000,major purchase,52000,RENT,10/11/2021,< 1 year,0.0166, 36 months,1,7,Medium,36,,,
3000,major purchase,30000,RENT,11/12/2021,< 1 year,0.1796, 36 months,1,7,Medium,36,,,
24250,major purchase,144000,RENT,09/12/2021,< 1 year,0.0479, 36 months,1,7,Medium,36,,,
8000,major purchase,47000,RENT,09/08/2021,< 1 year,0.0232, 36 months,1,7,Medium,36,,,
3000,major purchase,18864,RENT,10/02/2021,< 1 year,0.0382, 36 months,1,7,Low,36,,,
4500,major purchase,18000,RENT,09/05/2021,< 1 year,0.0927, 36 months,1,7,Low,36,,,
5000,major purchase,45000,RENT,11/02/2021,3 years,0.0645, 36 months,1,7,Medium,36,,,
3000,major purchase,45996,RENT,08/05/2021,6 years,0.1594, 36 months,1,7,Medium,36,,,
14800,major purchase,50000,RENT,08/12/2021,1 year,0.0552, 36 months,1,7,Medium,36,,,
6000,major purchase,35004,RENT,09/04/2021,1 year,0.1155, 36 months,1,7,Medium,36,,,
2000,major purchase,48000,RENT,11/09/2021,10+ years,0.1395, 36 months,1,7,Medium,36,,,
5000,major purchase,48000,RENT,09/04/2021,2 years,0.1813, 36 months,1,7,Medium,36,,,
8000,major purchase,31000,RENT,10/06/2021,3 years,0.2357, 36 months,1,7,Medium,36,,,
14750,major purchase,42000,RENT,10/04/2021,4 years,0.2271, 36 months,1,7,Medium,36,,,
9600,major purchase,58327,RENT,09/11/2021,4 years,0.1099, 36 months,1,7,Medium,36,,,
10000,major purchase,48000,RENT,10/04/2021,4 years,0.1563, 36 months,1,7,Medium,36,,,
8000,major purchase,73008,RENT,11/07/2021,5 years,0.0886, 36 months,1,7,Medium,36,,,
3500,major purchase,54084,RENT,10/11/2021,5 years,0.0801, 36 months,1,7,Medium,36,,,
2000,major purchase,42000,RENT,10/11/2021,9 years,0.2114, 36 months,1,7,Medium,36,,,
20000,major purchase,55000,RENT,10/05/2021,< 1 year,0.0334, 36 months,1,7,Medium,36,,,
12000,major purchase,30000,RENT,09/11/2021,< 1 year,0.028, 36 months,1,7,Medium,36,,,
8000,major purchase,45000,RENT,10/01/2021,< 1 year,0.008, 36 months,1,7,Medium,36,,,
6500,major purchase,37000,RENT,10/03/2021,1 year,0.0486, 36 months,1,7,Medium,36,,,
5000,major purchase,43200,RENT,11/09/2021,10+ years,0.0939, 36 months,1,7,Medium,36,,,
7500,major purchase,165000,RENT,10/03/2021,2 years,0.0167, 36 months,1,7,Medium,36,,,
4000,major purchase,13000,RENT,10/02/2021,4 years,0.1754, 36 months,1,7,Low,36,,,
11800,major purchase,35000,RENT,09/07/2021,4 years,0.0199, 36 months,1,7,Medium,36,,,
